PurchaseDate,CustomerID,Gender,MaritalStatus,Children,AnnualIncome,City,Country,ProductFamily,ProductDepartment,ProductCategory,UnitsSold,Revenue,,,
17/05/2009,2011,M,M,3,$70K - $90K,Yakima,USA,Drink,Alcoholic Beverages,Beer and Wine,2,$5.62,,,
17/05/2009,7620,M,S,2,$10K - $30K,Vancouver,Canada,Food,Dairy,Dairy,5,$8.75,,,
17/05/2009,3529,M,S,2,$50K - $70K,Salem,USA,Food,Deli,Meat,6,$32.02,,,
17/05/2009,6018,F,S,3,$30K - $50K,Portland,USA,Food,Frozen Foods,Frozen Entrees,3,$6.96,,,
17/05/2009,8199,M,M,3,$30K - $50K,Tacoma,USA,Food,Snack Foods,Snack Foods,4,$9.40,,,
17/05/2009,1289,M,M,4,$30K - $50K,Yakima,USA,Non-Consumable,Health and Hygiene,Cold Remedies,5,$6.44,,,
17/05/2009,8564,F,M,1,$10K - $30K,Camacho,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,5,$3.54,,,
17/05/2009,9455,M,M,5,$30K - $50K,Seattle,USA,Food,Baked Goods,Bread,3,$8.48,,,
17/05/2009,8902,M,M,0,$10K - $30K,Bremerton,USA,Food,Snack Foods,Snack Foods,4,$10.37,,,
17/05/2009,5813,M,S,4,$30K - $50K,Bremerton,USA,Food,Dairy,Dairy,4,$22.27,,,
17/05/2009,5466,M,S,4,$30K - $50K,Merida,Mexico,Food,Produce,Fruit,7,$26.97,,,
17/05/2009,1166,M,S,0,$30K - $50K,Salem,USA,Food,Frozen Foods,Meat,4,$2.79,,,
17/05/2009,5588,F,M,2,$30K - $50K,Victoria,Canada,Drink,Dairy,Dairy,4,$5.93,,,
17/05/2009,7946,F,M,1,$90K - $110K,Camacho,Mexico,Non-Consumable,Household,Paper Products,4,$26.68,,,
17/05/2009,8118,M,S,4,$110K - $130K,Camacho,Mexico,Non-Consumable,Household,Paper Products,3,$12.82,,,
17/05/2009,1942,F,S,2,$90K - $110K,Hidalgo,Mexico,Food,Frozen Foods,Frozen Entrees,5,$2.12,,,
17/05/2009,4826,F,S,5,$50K - $70K,Victoria,Canada,Food,Canned Foods,Vegetables,4,$20.29,,,
17/05/2009,8405,F,S,3,$50K - $70K,Camacho,Mexico,Food,Deli,Meat,4,$18.83,,,
18/05/2009,8376,F,M,5,$130K - $150K,Vancouver,Canada,Drink,Alcoholic Beverages,Beer and Wine,5,$6.44,,,
18/05/2009,9806,M,S,4,$90K - $110K,San Andres,Mexico,Food,Snacks,Candy,3,$8.28,,,
18/05/2009,443,M,S,1,$50K - $70K,Guadalajara,Mexico,Food,Snack Foods,Snack Foods,1,$6.14,,,
18/05/2009,8667,M,M,3,$50K - $70K,Salem,USA,Food,Produce,Vegetables,5,$13.01,,,
18/05/2009,5038,M,S,2,$10K - $30K,Tacoma,USA,Food,Baking Goods,Baking Goods,2,$1.86,,,
18/05/2009,5464,M,S,4,$30K - $50K,San Andres,Mexico,Food,Snack Foods,Snack Foods,5,$38.52,,,
18/05/2009,8915,M,S,2,$10K - $30K,Hidalgo,Mexico,Food,Produce,Specialty,5,$20.40,,,
18/05/2009,59,M,M,5,$30K - $50K,Vancouver,Canada,Non-Consumable,Health and Hygiene,Bathroom Products,5,$9.60,,,
18/05/2009,9064,F,M,3,$50K - $70K,Tacoma,USA,Food,Frozen Foods,Vegetables,4,$14.96,,,
18/05/2009,9682,M,M,4,$50K - $70K,Seattle,USA,Food,Produce,Vegetables,5,$8.98,,,
18/05/2009,1162,M,M,2,$70K - $90K,Beverly Hills,USA,Food,Baking Goods,Baking Goods,4,$7.77,,,
18/05/2009,1948,M,M,1,$130K - $150K,Acapulco,Mexico,Food,Baking Goods,Baking Goods,4,$5.42,,,
18/05/2009,7110,M,S,3,$30K - $50K,Camacho,Mexico,Drink,Beverages,Drinks,3,$21.84,,,
18/05/2009,7206,F,S,1,$130K - $150K,Beverly Hills,USA,Food,Baking Goods,Baking Goods,5,$41.55,,,
18/05/2009,8854,F,M,2,$70K - $90K,Bellingham,USA,Non-Consumable,Health and Hygiene,Pain Relievers,2,$3.48,,,
18/05/2009,8945,F,S,0,$30K - $50K,Yakima,USA,Non-Consumable,Household,Cleaning Supplies,2,$4.97,,,
18/05/2009,9268,M,M,2,$10K - $30K,San Andres,Mexico,Food,Dairy,Dairy,3,$24.84,,,
18/05/2009,10076,M,M,5,$70K - $90K,Bellingham,USA,Non-Consumable,Household,Hardware,5,$7.30,,,
18/05/2009,9790,F,M,4,$110K - $130K,Merida,Mexico,Food,Eggs,Eggs,5,$17.18,,,
18/05/2009,1590,F,M,1,$10K - $30K,Orizaba,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,4,$29.41,,,
18/05/2009,3870,M,S,1,$50K - $70K,Orizaba,Mexico,Non-Consumable,Household,Paper Products,6,$14.63,,,
18/05/2009,7703,M,S,5,$30K - $50K,San Andres,Mexico,Food,Canned Foods,Canned Shrimp,2,$9.72,,,
18/05/2009,8709,M,M,0,$30K - $50K,Los Angeles,USA,Food,Eggs,Eggs,4,$13.37,,,
18/05/2009,5971,F,S,2,$30K - $50K,Tacoma,USA,Food,Baking Goods,Jams and Jellies,6,$4.54,,,
18/05/2009,6406,M,M,2,$10K - $30K,Hidalgo,Mexico,Non-Consumable,Household,Paper Products,5,$17.94,,,
18/05/2009,9962,M,S,1,$10K - $30K,Vancouver,Canada,Food,Starchy Foods,Starchy Foods,4,$1.39,,,
19/05/2009,5113,M,M,3,$30K - $50K,Beverly Hills,USA,Food,Snacks,Candy,5,$8.10,,,
19/05/2009,6141,M,S,3,$30K - $50K,Beverly Hills,USA,Drink,Dairy,Dairy,3,$4.59,,,
19/05/2009,8427,M,M,3,$10K - $30K,Spokane,USA,Drink,Beverages,Carbonated Beverages,3,$7.88,,,
19/05/2009,8188,F,M,3,$30K - $50K,Portland,USA,Food,Canned Foods,Canned Soup,4,$5.88,,,
19/05/2009,4947,M,M,4,$10K - $30K,Camacho,Mexico,Non-Consumable,Health and Hygiene,Cold Remedies,4,$7.44,,,
19/05/2009,7356,F,M,4,$10K - $30K,Merida,Mexico,Drink,Dairy,Dairy,3,$21.49,,,
19/05/2009,818,F,M,2,$10K - $30K,Seattle,USA,Food,Frozen Foods,Pizza,4,$8.30,,,
19/05/2009,3952,M,M,1,$30K - $50K,Beverly Hills,USA,Non-Consumable,Household,Paper Products,3,$27.75,,,
19/05/2009,2156,F,M,3,$50K - $70K,San Andres,Mexico,Food,Baking Goods,Jams and Jellies,4,$13.52,,,
19/05/2009,2272,M,S,1,$50K - $70K,Tacoma,USA,Food,Frozen Foods,Pizza,4,$12.06,,,
19/05/2009,3056,F,S,3,$50K - $70K,Mexico City,Mexico,Food,Produce,Fruit,4,$5.48,,,
19/05/2009,8457,M,M,1,$30K - $50K,Beverly Hills,USA,Drink,Beverages,Hot Beverages,5,$24.97,,,
19/05/2009,796,M,S,4,$30K - $50K,San Diego,USA,Food,Seafood,Seafood,6,$6.24,,,
19/05/2009,7016,F,S,1,$30K - $50K,Hidalgo,Mexico,Food,Seafood,Seafood,4,$9.29,,,
19/05/2009,9139,F,S,5,$10K - $30K,Walla Walla,USA,Food,Snack Foods,Snack Foods,4,$9.24,,,
19/05/2009,1343,M,M,1,$10K - $30K,Orizaba,Mexico,Food,Canned Foods,Canned Sardines,4,$12.86,,,
19/05/2009,3527,M,S,5,$10K - $30K,San Diego,USA,Food,Snack Foods,Snack Foods,6,$13.20,,,
19/05/2009,4408,F,S,3,$10K - $30K,San Andres,Mexico,Food,Snacks,Candy,4,$4.77,,,
19/05/2009,8351,M,S,4,$70K - $90K,Spokane,USA,Food,Produce,Vegetables,5,$22.71,,,
19/05/2009,2863,M,M,0,$70K - $90K,Tacoma,USA,Food,Snack Foods,Snack Foods,5,$13.20,,,
19/05/2009,6560,F,S,5,$70K - $90K,Tacoma,USA,Drink,Dairy,Dairy,6,$6.62,,,
19/05/2009,6111,M,S,4,$50K - $70K,Camacho,Mexico,Food,Snacks,Candy,4,$5.74,,,
19/05/2009,896,F,M,5,$50K - $70K,Merida,Mexico,Food,Baked Goods,Bread,3,$7.14,,,
19/05/2009,1491,F,M,1,$130K - $150K,Spokane,USA,Food,Baked Goods,Bread,3,$20.67,,,
19/05/2009,8928,M,M,0,$10K - $30K,Merida,Mexico,Non-Consumable,Household,Plastic Products,2,$5.88,,,
20/05/2009,9166,M,M,1,$30K - $50K,Vancouver,Canada,Food,Deli,Meat,4,$10.21,,,
20/05/2009,8118,M,S,4,$110K - $130K,Camacho,Mexico,Food,Baking Goods,Jams and Jellies,4,$14.30,,,
20/05/2009,1825,M,M,5,$30K - $50K,Yakima,USA,Food,Baking Goods,Jams and Jellies,4,$15.26,,,
20/05/2009,8034,M,S,4,$90K - $110K,San Diego,USA,Food,Snack Foods,Snack Foods,5,$7.86,,,
20/05/2009,1990,F,S,2,$10K - $30K,Beverly Hills,USA,Non-Consumable,Health and Hygiene,Cold Remedies,5,$5.63,,,
20/05/2009,2627,M,S,1,$10K - $30K,Beverly Hills,USA,Non-Consumable,Household,Kitchen Products,5,$20.57,,,
20/05/2009,767,F,S,2,$10K - $30K,Camacho,Mexico,Food,Frozen Foods,Vegetables,2,$8.60,,,
20/05/2009,4104,M,M,3,$50K - $70K,Vancouver,Canada,Food,Frozen Foods,Frozen Desserts,6,$20.16,,,
20/05/2009,60,M,S,3,$30K - $50K,Vancouver,Canada,Food,Produce,Vegetables,5,$24.73,,,
20/05/2009,1171,F,S,2,$50K - $70K,San Andres,Mexico,Food,Baked Goods,Bread,3,$15.44,,,
20/05/2009,8061,M,S,1,$50K - $70K,San Andres,Mexico,Food,Dairy,Dairy,5,$23.70,,,
20/05/2009,9383,F,S,4,$110K - $130K,Portland,USA,Non-Consumable,Household,Plastic Products,5,$24.84,,,
20/05/2009,4484,M,M,3,$50K - $70K,Seattle,USA,Food,Canned Foods,Canned Anchovies,4,$20.79,,,
20/05/2009,5848,F,S,2,$70K - $90K,Beverly Hills,USA,Food,Canned Products,Fruit,6,$22.40,,,
20/05/2009,2501,F,S,2,$30K - $50K,Guadalajara,Mexico,Food,Deli,Side Dishes,2,$3.92,,,
20/05/2009,48,M,M,0,$50K - $70K,Camacho,Mexico,Food,Baking Goods,Baking Goods,4,$8.16,,,
20/05/2009,6812,F,S,3,$90K - $110K,Orizaba,Mexico,Non-Consumable,Periodicals,Magazines,2,$7.96,,,
20/05/2009,5216,F,M,2,$30K - $50K,Bremerton,USA,Drink,Beverages,Pure Juice Beverages,4,$11.40,,,
20/05/2009,1812,M,S,5,$30K - $50K,Camacho,Mexico,Food,Seafood,Seafood,4,$18.90,,,
20/05/2009,4372,F,S,1,$50K - $70K,Salem,USA,Food,Deli,Meat,2,$17.70,,,
20/05/2009,6957,F,S,2,$30K - $50K,Spokane,USA,Non-Consumable,Household,Cleaning Supplies,5,$13.75,,,
20/05/2009,7550,M,M,4,$10K - $30K,San Andres,Mexico,Food,Snack Foods,Snack Foods,4,$11.45,,,
20/05/2009,5129,F,S,2,$50K - $70K,Merida,Mexico,Food,Produce,Vegetables,3,$15.23,,,
20/05/2009,9873,M,S,2,$90K - $110K,Seattle,USA,Non-Consumable,Health and Hygiene,Hygiene,4,$7.68,,,
20/05/2009,597,M,S,4,$30K - $50K,Hidalgo,Mexico,Drink,Beverages,Hot Beverages,4,$4.93,,,
20/05/2009,6607,M,S,2,$30K - $50K,Salem,USA,Food,Baking Goods,Jams and Jellies,5,$10.38,,,
20/05/2009,1755,F,M,1,$110K - $130K,San Diego,USA,Food,Starchy Foods,Starchy Foods,4,$22.72,,,
20/05/2009,2704,F,S,1,$30K - $50K,Vancouver,Canada,Food,Snack Foods,Snack Foods,2,$7.64,,,
20/05/2009,9149,M,S,1,$70K - $90K,Camacho,Mexico,Food,Produce,Fruit,4,$13.25,,,
20/05/2009,5348,F,S,3,$10K - $30K,Hidalgo,Mexico,Food,Baking Goods,Baking Goods,5,$5.11,,,
20/05/2009,52,F,S,3,$70K - $90K,Mexico City,Mexico,Drink,Alcoholic Beverages,Beer and Wine,4,$19.44,,,
20/05/2009,4796,F,M,4,$30K - $50K,San Andres,Mexico,Food,Starchy Foods,Starchy Foods,5,$21.28,,,
20/05/2009,9123,M,S,1,$90K - $110K,Bremerton,USA,Food,Snack Foods,Snack Foods,5,$11.83,,,
20/05/2009,8966,F,S,3,$50K - $70K,Bremerton,USA,Food,Frozen Foods,Vegetables,3,$10.51,,,
20/05/2009,1753,F,M,3,$10K - $30K,Merida,Mexico,Food,Baking Goods,Jams and Jellies,4,$8.76,,,
20/05/2009,5007,M,M,3,$30K - $50K,Vancouver,Canada,Drink,Alcoholic Beverages,Beer and Wine,6,$23.98,,,
20/05/2009,5820,M,S,1,$10K - $30K,Tacoma,USA,Drink,Beverages,Carbonated Beverages,5,$12.11,,,
21/05/2009,1366,F,S,4,$90K - $110K,Salem,USA,Food,Frozen Foods,Pizza,4,$14.88,,,
21/05/2009,9919,F,S,2,$10K - $30K,Vancouver,Canada,Food,Canned Foods,Canned Soup,5,$16.32,,,
21/05/2009,64,M,S,4,$10K - $30K,Portland,USA,Food,Snack Foods,Snack Foods,2,$12.04,,,
21/05/2009,5221,F,M,1,$30K - $50K,San Andres,Mexico,Food,Deli,Side Dishes,5,$16.12,,,
21/05/2009,6544,F,S,0,$10K - $30K,Salem,USA,Non-Consumable,Household,Paper Products,2,$11.45,,,
21/05/2009,9383,F,S,4,$110K - $130K,Portland,USA,Food,Frozen Foods,Frozen Desserts,4,$3.02,,,
21/05/2009,2588,M,M,3,$10K - $30K,Yakima,USA,Food,Frozen Foods,Vegetables,3,$9.46,,,
21/05/2009,4453,F,S,1,$70K - $90K,Portland,USA,Non-Consumable,Household,Cleaning Supplies,2,$8.32,,,
21/05/2009,8926,M,S,2,$70K - $90K,Seattle,USA,Food,Deli,Side Dishes,5,$11.17,,,
21/05/2009,2063,M,M,2,$10K - $30K,Orizaba,Mexico,Food,Canned Foods,Canned Soup,5,$21.49,,,
21/05/2009,3776,F,S,4,$30K - $50K,Salem,USA,Food,Produce,Specialty,4,$7.98,,,
21/05/2009,1815,M,M,5,$30K - $50K,San Andres,Mexico,Drink,Dairy,Dairy,6,$3.42,,,
21/05/2009,7793,M,M,4,$30K - $50K,Hidalgo,Mexico,Food,Canned Foods,Canned Soup,5,$18.72,,,
21/05/2009,5163,M,M,3,$30K - $50K,Bremerton,USA,Food,Produce,Vegetables,4,$8.16,,,
21/05/2009,7530,M,M,1,$30K - $50K,San Diego,USA,Food,Frozen Foods,Vegetables,2,$8.78,,,
21/05/2009,6181,M,M,4,$30K - $50K,Portland,USA,Food,Starchy Foods,Starchy Foods,3,$27.30,,,
21/05/2009,6912,F,M,5,$10K - $30K,Spokane,USA,Non-Consumable,Household,Plastic Products,6,$29.79,,,
21/05/2009,7769,M,S,0,$10K - $30K,Portland,USA,Food,Eggs,Eggs,5,$28.80,,,
21/05/2009,4664,M,S,2,$30K - $50K,Los Angeles,USA,Food,Snack Foods,Snack Foods,4,$18.14,,,
21/05/2009,8709,M,M,0,$30K - $50K,Los Angeles,USA,Non-Consumable,Household,Electrical,5,$15.12,,,
21/05/2009,1017,F,M,4,$30K - $50K,Mexico City,Mexico,Food,Canned Foods,Canned Tuna,3,$8.31,,,
21/05/2009,1996,F,M,1,$30K - $50K,Salem,USA,Non-Consumable,Checkout,Hardware,4,$2.49,,,
21/05/2009,3539,M,S,2,$90K - $110K,Tacoma,USA,Non-Consumable,Household,Electrical,3,$12.10,,,
21/05/2009,4498,F,M,2,$70K - $90K,Tacoma,USA,Non-Consumable,Household,Cleaning Supplies,6,$12.06,,,
21/05/2009,1959,M,S,0,$30K - $50K,Seattle,USA,Food,Produce,Fruit,4,$3.74,,,
21/05/2009,8860,M,M,4,$30K - $50K,Tacoma,USA,Drink,Beverages,Drinks,4,$29.80,,,
22/05/2009,2408,M,M,0,$70K - $90K,San Francisco,USA,Drink,Beverages,Pure Juice Beverages,3,$4.34,,,
22/05/2009,7726,F,S,1,$10K - $30K,Vancouver,Canada,Food,Baking Goods,Jams and Jellies,4,$17.00,,,
22/05/2009,2457,F,S,2,$110K - $130K,Vancouver,Canada,Food,Canned Foods,Canned Soup,6,$3.42,,,
22/05/2009,2496,M,S,2,$50K - $70K,Portland,USA,Drink,Beverages,Pure Juice Beverages,3,$12.31,,,
22/05/2009,2568,M,M,2,$50K - $70K,Portland,USA,Non-Consumable,Household,Plastic Products,4,$23.24,,,
22/05/2009,10048,F,S,2,$30K - $50K,Camacho,Mexico,Food,Frozen Foods,Vegetables,4,$11.38,,,
22/05/2009,8717,F,M,1,$50K - $70K,Tacoma,USA,Food,Canned Products,Fruit,5,$13.34,,,
22/05/2009,319,F,M,0,$70K - $90K,Seattle,USA,Food,Frozen Foods,Frozen Entrees,5,$15.46,,,
22/05/2009,8165,F,M,1,$150K +,Seattle,USA,Non-Consumable,Periodicals,Magazines,4,$7.31,,,
22/05/2009,1962,M,S,0,$30K - $50K,San Diego,USA,Food,Baked Goods,Bread,2,$7.49,,,
22/05/2009,2130,M,M,4,$130K - $150K,Merida,Mexico,Food,Produce,Vegetables,2,$9.55,,,
22/05/2009,10253,F,M,3,$10K - $30K,Hidalgo,Mexico,Food,Dairy,Dairy,2,$4.51,,,
22/05/2009,8550,M,S,1,$10K - $30K,Portland,USA,Food,Produce,Fruit,5,$9.97,,,
22/05/2009,3946,F,M,3,$110K - $130K,Los Angeles,USA,Drink,Beverages,Pure Juice Beverages,2,$4.26,,,
22/05/2009,2023,F,M,1,$30K - $50K,Hidalgo,Mexico,Food,Produce,Fruit,4,$5.54,,,
22/05/2009,4914,F,S,1,$50K - $70K,Hidalgo,Mexico,Food,Deli,Meat,4,$11.59,,,
22/05/2009,6339,F,S,0,$110K - $130K,Acapulco,Mexico,Food,Frozen Foods,Frozen Desserts,4,$19.26,,,
22/05/2009,10273,F,S,3,$70K - $90K,Tacoma,USA,Food,Frozen Foods,Frozen Desserts,3,$3.40,,,
22/05/2009,2587,F,M,1,$70K - $90K,Spokane,USA,Food,Canned Foods,Canned Soup,4,$3.42,,,
22/05/2009,7412,F,M,3,$30K - $50K,Vancouver,Canada,Food,Deli,Meat,4,$15.91,,,
22/05/2009,1004,F,M,3,$30K - $50K,Tacoma,USA,Food,Produce,Specialty,5,$12.90,,,
22/05/2009,1004,F,M,3,$30K - $50K,Tacoma,USA,Food,Frozen Foods,Vegetables,3,$11.04,,,
22/05/2009,6968,M,M,2,$10K - $30K,Acapulco,Mexico,Food,Snack Foods,Snack Foods,4,$6.20,,,
22/05/2009,6107,F,M,5,$50K - $70K,Bremerton,USA,Food,Produce,Fruit,4,$9.52,,,
22/05/2009,9525,M,S,4,$10K - $30K,Camacho,Mexico,Food,Snacks,Candy,6,$16.46,,,
22/05/2009,2330,M,M,4,$70K - $90K,Vancouver,Canada,Food,Canned Products,Fruit,4,$4.20,,,
22/05/2009,5757,M,S,1,$30K - $50K,Hidalgo,Mexico,Drink,Dairy,Dairy,5,$19.40,,,
22/05/2009,9327,M,M,5,$30K - $50K,Tacoma,USA,Food,Frozen Foods,Frozen Desserts,6,$7.98,,,
22/05/2009,8490,M,S,3,$70K - $90K,San Diego,USA,Food,Frozen Foods,Vegetables,3,$5.62,,,
23/05/2009,9525,M,S,4,$10K - $30K,Camacho,Mexico,Food,Baking Goods,Jams and Jellies,6,$11.03,,,
23/05/2009,6174,F,S,0,$10K - $30K,Los Angeles,USA,Food,Frozen Foods,Frozen Entrees,4,$22.15,,,
23/05/2009,462,F,S,2,$50K - $70K,Acapulco,Mexico,Food,Produce,Vegetables,3,$8.54,,,
23/05/2009,6048,M,S,5,$70K - $90K,Acapulco,Mexico,Food,Produce,Vegetables,4,$3.88,,,
23/05/2009,5114,F,M,3,$30K - $50K,Hidalgo,Mexico,Food,Snack Foods,Snack Foods,5,$10.92,,,
23/05/2009,9450,F,S,2,$90K - $110K,Merida,Mexico,Food,Canned Foods,Canned Soup,4,$6.30,,,
23/05/2009,48,M,M,0,$50K - $70K,Camacho,Mexico,Food,Dairy,Dairy,4,$9.25,,,
23/05/2009,9595,M,M,4,$30K - $50K,Mexico City,Mexico,Food,Frozen Foods,Pizza,4,$2.74,,,
23/05/2009,10137,F,S,2,$90K - $110K,Vancouver,Canada,Food,Dairy,Dairy,6,$25.47,,,
23/05/2009,2705,F,M,1,$130K - $150K,San Diego,USA,Food,Canned Foods,Canned Soup,4,$8.01,,,
23/05/2009,400,F,M,1,$50K - $70K,Yakima,USA,Food,Produce,Fruit,5,$9.07,,,
23/05/2009,4153,M,M,4,$50K - $70K,Seattle,USA,Food,Canned Foods,Vegetables,5,$34.11,,,
23/05/2009,4374,F,S,3,$130K - $150K,Camacho,Mexico,Food,Produce,Specialty,3,$13.42,,,
23/05/2009,1169,M,M,1,$50K - $70K,San Andres,Mexico,Food,Produce,Specialty,4,$5.54,,,
23/05/2009,42,F,M,3,$70K - $90K,San Andres,Mexico,Food,Deli,Meat,4,$7.33,,,
23/05/2009,7152,M,M,1,$130K - $150K,Hidalgo,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,4,$3.19,,,
23/05/2009,8191,M,M,5,$130K - $150K,Mexico City,Mexico,Food,Frozen Foods,Frozen Desserts,6,$22.40,,,
23/05/2009,4583,F,M,5,$30K - $50K,Salem,USA,Food,Snack Foods,Snack Foods,5,$18.48,,,
23/05/2009,7185,M,S,2,$10K - $30K,Portland,USA,Food,Dairy,Dairy,5,$21.66,,,
23/05/2009,4579,F,M,2,$50K - $70K,Hidalgo,Mexico,Drink,Dairy,Dairy,5,$8.82,,,
23/05/2009,1852,F,S,0,$30K - $50K,San Francisco,USA,Food,Snack Foods,Snack Foods,3,$1.53,,,
23/05/2009,5542,M,S,2,$30K - $50K,Spokane,USA,Food,Dairy,Dairy,4,$12.31,,,
23/05/2009,3937,F,S,2,$110K - $130K,Salem,USA,Food,Canned Foods,Canned Oysters,5,$6.43,,,
23/05/2009,3901,M,M,3,$70K - $90K,San Andres,Mexico,Food,Eggs,Eggs,5,$11.52,,,
23/05/2009,9319,F,M,4,$130K - $150K,San Andres,Mexico,Food,Baking Goods,Jams and Jellies,6,$12.00,,,
23/05/2009,6825,M,M,3,$50K - $70K,Victoria,Canada,Food,Snack Foods,Snack Foods,4,$6.88,,,
23/05/2009,8,M,M,2,$50K - $70K,San Andres,Mexico,Food,Produce,Fruit,4,$28.37,,,
23/05/2009,6559,M,S,3,$70K - $90K,Bremerton,USA,Food,Snacks,Candy,5,$15.98,,,
23/05/2009,4399,F,S,2,$50K - $70K,Vancouver,Canada,Food,Produce,Vegetables,3,$13.68,,,
23/05/2009,5666,M,S,4,$10K - $30K,Victoria,Canada,Food,Canned Foods,Vegetables,4,$3.89,,,
23/05/2009,399,M,M,3,$50K - $70K,Beverly Hills,USA,Food,Baking Goods,Jams and Jellies,4,$11.19,,,
23/05/2009,5466,M,S,4,$30K - $50K,Merida,Mexico,Food,Dairy,Dairy,6,$20.35,,,
24/05/2009,1117,M,S,5,$30K - $50K,San Andres,Mexico,Drink,Alcoholic Beverages,Beer and Wine,6,$7.68,,,
24/05/2009,3424,M,M,0,$30K - $50K,Mexico City,Mexico,Food,Snack Foods,Snack Foods,4,$3.47,,,
24/05/2009,4070,M,M,2,$10K - $30K,Yakima,USA,Food,Produce,Fruit,3,$10.73,,,
24/05/2009,5258,M,M,0,$10K - $30K,Mexico City,Mexico,Food,Produce,Vegetables,4,$20.72,,,
24/05/2009,8115,M,M,5,$50K - $70K,San Andres,Mexico,Food,Starchy Foods,Starchy Foods,7,$8.75,,,
24/05/2009,8857,M,M,1,$30K - $50K,Vancouver,Canada,Food,Breakfast Foods,Breakfast Foods,4,$16.92,,,
24/05/2009,7970,F,S,2,$30K - $50K,San Andres,Mexico,Food,Baking Goods,Jams and Jellies,4,$21.34,,,
24/05/2009,9999,M,S,1,$150K +,Seattle,USA,Food,Seafood,Seafood,4,$17.28,,,
24/05/2009,1811,M,S,4,$30K - $50K,Portland,USA,Food,Frozen Foods,Frozen Desserts,5,$22.54,,,
24/05/2009,6071,F,M,0,$50K - $70K,Vancouver,Canada,Food,Baking Goods,Jams and Jellies,5,$19.01,,,
24/05/2009,48,M,M,0,$50K - $70K,Camacho,Mexico,Food,Produce,Fruit,5,$11.04,,,
24/05/2009,8875,M,S,2,$50K - $70K,Vancouver,Canada,Non-Consumable,Household,Cleaning Supplies,4,$23.62,,,
24/05/2009,7486,M,M,1,$10K - $30K,Bremerton,USA,Food,Snacks,Candy,3,$15.51,,,
24/05/2009,893,F,M,3,$70K - $90K,Salem,USA,Food,Deli,Meat,4,$8.54,,,
24/05/2009,636,M,S,1,$90K - $110K,Tacoma,USA,Non-Consumable,Health and Hygiene,Bathroom Products,5,$6.96,,,
24/05/2009,3893,M,M,5,$10K - $30K,San Diego,USA,Food,Frozen Foods,Vegetables,3,$16.28,,,
24/05/2009,4622,M,S,1,$10K - $30K,Walla Walla,USA,Food,Baking Goods,Jams and Jellies,1,$5.83,,,
24/05/2009,5099,F,M,1,$50K - $70K,Camacho,Mexico,Food,Breakfast Foods,Breakfast Foods,2,$3.04,,,
24/05/2009,52,F,S,3,$70K - $90K,Mexico City,Mexico,Non-Consumable,Household,Electrical,4,$11.55,,,
24/05/2009,644,F,M,4,$90K - $110K,Salem,USA,Food,Baking Goods,Baking Goods,4,$5.81,,,
24/05/2009,3211,F,S,3,$30K - $50K,Bellingham,USA,Food,Deli,Meat,2,$14.36,,,
24/05/2009,1174,M,S,5,$110K - $130K,Acapulco,Mexico,Food,Frozen Foods,Vegetables,4,$13.43,,,
24/05/2009,7496,M,S,2,$30K - $50K,Salem,USA,Food,Snack Foods,Snack Foods,4,$23.85,,,
24/05/2009,7822,F,S,2,$30K - $50K,Bremerton,USA,Food,Frozen Foods,Breakfast Foods,3,$10.33,,,
24/05/2009,8239,M,S,0,$50K - $70K,Merida,Mexico,Food,Snack Foods,Snack Foods,5,$15.75,,,
24/05/2009,6690,F,M,2,$30K - $50K,Tacoma,USA,Food,Produce,Specialty,5,$6.07,,,
24/05/2009,6646,F,S,2,$10K - $30K,Seattle,USA,Food,Dairy,Dairy,3,$7.94,,,
25/05/2009,3961,M,S,3,$30K - $50K,Mexico City,Mexico,Drink,Beverages,Hot Beverages,4,$26.31,,,
25/05/2009,6224,F,M,1,$10K - $30K,Vancouver,Canada,Food,Baking Goods,Jams and Jellies,3,$9.58,,,
25/05/2009,7263,M,S,3,$10K - $30K,Portland,USA,Non-Consumable,Health and Hygiene,Pain Relievers,3,$11.08,,,
25/05/2009,5869,M,S,1,$130K - $150K,Salem,USA,Food,Produce,Fruit,4,$7.10,,,
25/05/2009,5537,F,S,0,$30K - $50K,Bremerton,USA,Food,Deli,Side Dishes,4,$10.25,,,
25/05/2009,3634,M,S,5,$70K - $90K,Seattle,USA,Food,Dairy,Dairy,4,$13.94,,,
25/05/2009,6807,F,M,4,$70K - $90K,Seattle,USA,Food,Snack Foods,Snack Foods,5,$7.62,,,
25/05/2009,8907,F,M,5,$130K - $150K,Bremerton,USA,Non-Consumable,Household,Bathroom Products,3,$3.82,,,
25/05/2009,9546,M,S,3,$30K - $50K,Beverly Hills,USA,Non-Consumable,Health and Hygiene,Bathroom Products,3,$2.65,,,
25/05/2009,6912,F,M,5,$10K - $30K,Spokane,USA,Non-Consumable,Health and Hygiene,Bathroom Products,5,$9.36,,,
25/05/2009,9790,F,M,4,$110K - $130K,Merida,Mexico,Food,Snack Foods,Snack Foods,6,$11.09,,,
25/05/2009,6098,F,S,1,$30K - $50K,Bremerton,USA,Food,Canned Products,Fruit,5,$15.12,,,
25/05/2009,6560,F,S,5,$70K - $90K,Tacoma,USA,Food,Produce,Vegetables,5,$14.90,,,
